iter	candidate_id	agent	branch	commit	artifact	command	predicted	measured	control	delta_vs_champion	record	run_id	provenance	note
16	ctrl-il-b	iter16-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10240	10212.711610	10210.554906	+0.021pct	N	35176504/sdfada015/a1746c8f	verified	closing control. BRACKET 10208.398201 vs 10212.711610 = 0.0422 pct - THE TIGHTEST CONTROL BRACKET OF THE CAMPAIGN, against iteration 15 0.2641 pct. No row landed slow; implied read spans 35.281-35.601 GB/s entirely inside the FAST band. Interleave now 40/40 across iterations 9-16
17	floor-r1	iter17-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10230	10203.387100	10206.615573	-	N	35176504/sdfada015/a1746c8f	verified	FLOOR ROW 1 of 5, run BACK TO BACK with nothing between. THE FAST-REGIME NOISE FLOOR AT n=5 IS 0.2196 pct (median 10206.615573, min 10197.936427, max 10220.351880) - 2.88x TIGHTER than iteration 5 slow-regime 0.6319 pct. The 37x range of past n=2 brackets (0.042-1.574 pct) was NOT the instrument resolving power; n=2 samples the tails. Median within-process read spread 0.1674 pct, so most of the floor is within-process jitter
17	floor-r2	iter17-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10230	10206.826959	10206.615573	-	N	35176504/sdfada015/a1746c8f	verified	FLOOR ROW 2 of 5, run BACK TO BACK with nothing between. THE FAST-REGIME NOISE FLOOR AT n=5 IS 0.2196 pct (median 10206.615573, min 10197.936427, max 10220.351880) - 2.88x TIGHTER than iteration 5 slow-regime 0.6319 pct. The 37x range of past n=2 brackets (0.042-1.574 pct) was NOT the instrument resolving power; n=2 samples the tails. Median within-process read spread 0.1674 pct, so most of the floor is within-process jitter
17	floor-r3	iter17-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10230	10206.615573	10206.615573	-	N	35176504/sdfada015/a1746c8f	verified	FLOOR ROW 3 of 5, run BACK TO BACK with nothing between. THE FAST-REGIME NOISE FLOOR AT n=5 IS 0.2196 pct (median 10206.615573, min 10197.936427, max 10220.351880) - 2.88x TIGHTER than iteration 5 slow-regime 0.6319 pct. The 37x range of past n=2 brackets (0.042-1.574 pct) was NOT the instrument resolving power; n=2 samples the tails. Median within-process read spread 0.1674 pct, so most of the floor is within-process jitter
17	floor-r4	iter17-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10230	10197.936427	10206.615573	-	N	35176504/sdfada015/a1746c8f	verified	FLOOR ROW 4 of 5, run BACK TO BACK with nothing between. THE FAST-REGIME NOISE FLOOR AT n=5 IS 0.2196 pct (median 10206.615573, min 10197.936427, max 10220.351880) - 2.88x TIGHTER than iteration 5 slow-regime 0.6319 pct. The 37x range of past n=2 brackets (0.042-1.574 pct) was NOT the instrument resolving power; n=2 samples the tails. Median within-process read spread 0.1674 pct, so most of the floor is within-process jitter
17	floor-r5	iter17-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10230	10220.351880	10206.615573	-	N	35176504/sdfada015/a1746c8f	verified	FLOOR ROW 5 of 5, run BACK TO BACK with nothing between. THE FAST-REGIME NOISE FLOOR AT n=5 IS 0.2196 pct (median 10206.615573, min 10197.936427, max 10220.351880) - 2.88x TIGHTER than iteration 5 slow-regime 0.6319 pct. The 37x range of past n=2 brackets (0.042-1.574 pct) was NOT the instrument resolving power; n=2 samples the tails. Median within-process read spread 0.1674 pct, so most of the floor is within-process jitter
17	c17-d4s4-r1	iter17-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10310	10316.342541	10206.615573	+1.075pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 1 of 3 against the new floor; nbuf 10, pool 10737500160 B, pool_rss_pct 80.0
17	c17-d4s4-r2	iter17-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10310	10272.199213	10206.615573	+0.643pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 2 of 3 - the LOW replicate, and the reason the effect is approximately 1 pct rather than above it
17	c17-d4s4-r3	iter17-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10310	10312.991579	10206.615573	+1.042pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 3 of 3. MEDIAN 10312.991579, spread 0.4280 pct, +1.0422 pct over the five-row floor median = 4.7x the 0.2196 pct floor, and THE TWO POPULATIONS DO NOT OVERLAP (d4s4 min 10272.199 exceeds floor max 10220.352 by 0.51 pct) - the first knob of the campaign to separate cleanly from a properly measured floor. NOT CROWNED, and the reason is a DESIGN FLAW IN MY OWN ITERATION: the five floor rows ran as a BLOCK and the three d4s4 rows as a BLOCK, not interleaved, so any drift between blocks is charged entirely to d4s4 - and the floor maximum was the LAST of the five, the direction that would inflate it. Iteration 4 was burned by exactly this. Also the margin straddles the contract 1 pct line: median +1.0422 but mean +0.9200 and one replicate +0.6426. MECHANISM STILL 20x TOO SMALL: sync_wait 0.10 -> 0.04 pct of span = ~0.07 s per 133 s job against a 1.04 pct gain; the time comes out of read_s (131.3-131.7 -> 129.8-131.1 s). The bigger pool is also NOISIER: within-row read spread 0.7466 pct median vs the floor rows 0.1674 pct, 4.5x
18	a18-floor-1	iter18-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10205	10205.165907	10203.732687	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED A/B/A/B/A/B, run position 1. ARM A (champion)
18	b18-d4s4-1	iter18-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10300	10325.169594	10205.165907	+1.176pct_paired	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED run position 2. ARM B. PAIRED difference vs its immediate ARM A neighbour +1.1759 pct
18	a18-floor-2	iter18-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10205	10203.732687	10203.732687	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED run position 3. ARM A median
18	b18-d4s4-2	iter18-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10300	10345.526695	10203.732687	+1.390pct_paired	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED run position 4. ARM B max. PAIRED +1.3896 pct
18	a18-floor-3	iter18-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10205	10196.104475	10203.732687	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED run position 5. ARM A min - the arm drifts MONOTONE DOWNWARD (10205.166 -> 10203.733 -> 10196.104, -0.0888 pct), which answers the iteration-17 block-design objection IN THE OPPOSITE DIRECTION: had that block design biased anything it would have UNDER-stated the effect
18	b18-d4s4-3	iter18-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10300	10326.326340	10203.732687	+1.277pct_paired	Y	35176504/sdfada015/a1746c8f	verified	NEW CHAMPION, numerics-affecting (bf16 wire). INTERLEAVED run position 6, ARM B median. VERDICT: median-of-medians +1.2015 pct, mean-of-means +1.2809 pct, PAIRED differences +1.1759/+1.3896/+1.2772 (median +1.2772 pct) - EVERY statistic clears BOTH the 0.2196 pct fast-regime floor (by 5.5x) AND the contract 1 pct minimum, unlike iteration 17 where the median cleared and the mean did not. Populations DISJOINT by 120.00 GB, a gap 13x ARM A entire 9.06 GB range. Arm spreads 0.0888 pct (A) and 0.1971 pct (B), BOTH below the floor. ARM A median reproduces iteration 17 floor median to 3 parts in 10000 ACROSS SESSIONS. 2.538x the origin median; 93.9 pct of the 10992 GB read roof. COST: 5.369 GB more host staging pool (nbuf 5 -> 10, pool_rss_pct 60 -> 80). MECHANISM STILL UNEXPLAINED: sync_wait halves (0.08-0.11 -> 0.03-0.05 pct of span) but that is ~0.08 s against a 133 s job, an ORDER OF MAGNITUDE too small; the gain is in read_s (131.14-131.72 -> 129.74-130.68 s)
19	a19-champ-1	iter19-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10200	10323.151334	10323.151334	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED run position 1, champion arm. My predicted band 10150-10260 MISSED because I anchored on the OLD depth-2 floor instead of the champion this arm actually runs - a sloppy anchoring error, not bad luck
19	b19-d6s4	iter19-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_6_--sync-every_4	10360	10238.859501	10323.151334	-0.817pct_paired	N	35176504/sdfada015/a1746c8f	verified	LOSS, 3.7x the floor in the LOSING direction. nbuf 12, pool 12885000192 B, pool_rss_pct 83.3, wire_pool_pin_s 2.918
19	a19-champ-2	iter19-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10200	10317.199533	10323.151334	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED run position 3
19	b19-d4s8	iter19-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_8	10340	10018.740874	10317.199533	-2.893pct_paired	N	35176504/sdfada015/a1746c8f	verified	LOSS, 13x the floor. nbuf 14, pool 15032500224 B, pool_rss_pct 85.7, wire_pool_pin_s 3.465. THIS ROW FALSIFIES sync_wait AS THE MECHANISM: sync-every 8 halves sync_wait AGAIN (0.045 -> 0.033 pct of span, job1 0.026 -> 0.015) - exactly the direction that appeared to explain iteration 18 gain - and throughput FALLS 2.9 pct
19	a19-champ-3	iter19-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10200	10327.123473	10323.151334	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED run position 5. CHAMPION ARM 10323.151/10317.200/10327.123, median 10323.151, spread 0.0961 pct - UNDER HALF the 0.2196 pct floor, and 0.03 pct below iteration 18 lowest champion row, so the champion reproduces across sessions
19	b19-d6s8	iter19-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_6_--sync-every_8	10380	9934.841458	10327.123473	-3.799pct_paired	N	35176504/sdfada015/a1746c8f	verified	LOSS, 17x the floor and the worst row. nbuf 16, pool 17180000256 B, pool_rss_pct 87.5, wire_pool_pin_s 3.896. THE PENALTIES ARE ADDITIVE: depth -0.8165 + sync-every -2.8928 = -3.709 predicted vs -3.7986 observed, a 0.09 pct discrepancy, so depth and sync-every act as INDEPENDENT COSTS past 4/4. SHAPE VERDICT: d4s4 is a LOCAL OPTIMUM (a PEAK), neither the THRESHOLD I predicted nor a slope; iteration 18 gain from depth 2 to 4 was the rising side and depth 6 is already the falling side. read_s rises monotonically 129.5-130.7 -> 131.0-132.1 -> 133.9-135.6 -> 135.2-136.6 s with read_wait_s exactly 0 in all 18 jobs
20	a20-champ-1	iter20-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10320	10335.639308	10320.800902	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED position 1, champion arm. Band anchored on iteration 19 champion arm this time and HELD
20	b20-d3s4	iter20-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_3_--sync-every_4	10300	10306.602209	10335.639308	-0.281pct_paired	N	35176504/sdfada015/a1746c8f	verified	AMBIGUOUS, straddles the 0.2196 pct floor: -0.281 pct against its immediate neighbour a20-champ-1 (which happens to be the arm high row) but only -0.103 pct against a20-champ-2. n=1 cannot separate a 0.14 pct effect from a 0.18 pct champion fluctuation. Best read: depth 3 is a small loss of 0.1-0.3 pct, NOT RESOLVED. nbuf 9
20	a20-champ-2	iter20-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10320	10317.268987	10320.800902	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED position 3
20	b20-d5s4	iter20-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_5_--sync-every_4	10300	10320.100918	10317.268987	+0.027pct_paired	N	35176504/sdfada015/a1746c8f	verified	CLEAN NULL - indistinguishable from the champion (-0.01/+0.03 pct against its two neighbours, an order of magnitude inside the 0.2196 pct floor). THE DEPTH OPTIMUM IS A FLAT TOP SPANNING 4 AND 5. Depth 4 stays the pick because depth 5 costs 1.07 GB more staging (11.81 vs 10.74 GB) for nothing. nbuf 11; wire_pool_pin_s 2.731, the HIGHEST of any row, and it ties the champion - which positively EXCLUDES pin cost as the mechanism
20	a20-champ-3	iter20-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10320	10320.800902	10320.800902	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED position 5. CHAMPION ARM 10335.639/10317.269/10320.801, median 10320.801, spread 0.1780 pct - inside the 0.2196 pct floor and the FOURTH consecutive session in which the champion reproduces
20	b20-d4s3	iter20-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_3	10310	10264.614299	10320.800902	-0.544pct_paired	N	35176504/sdfada015/a1746c8f	verified	SOLID LOSS, 2.5x the floor, below every one of the NINE champion rows measured in iterations 19-20 and the lowest row of the iteration by 42 GB. nbuf 9. THE FIRST ROW OF THE CAMPAIGN WHERE sync_wait RISES (+0.007 to +0.010 s per job, the direction syncing more often predicts) - but that is 0.008 pct against a 0.544 pct loss, TWO ORDERS OF MAGNITUDE too small, so combined with iteration 19 sync_wait is now excluded in BOTH directions. New correlate flagged by the runner as hypothesis not finding: step_issue and h2d_issue rise together with read_s on this row (1.16-1.25 and 1.10-1.19 s vs the champion 1.01-1.12 and 0.97-1.07), i.e. the host issue path costs more when the sync cadence does not divide the pipeline depth evenly
20	CORRECTION-iter18-framing	orchestrator	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	correction	supersedes_my_own_characterisation_of_the_iteration_18_result	-	-	-	-	N	35176504/sdfada015/a1746c8f	verified	CORRECTION ROW, MY ERROR, caught by the iteration-20 runner. I repeatedly described iteration 18 as measuring depth 2 vs depth 4. Iteration 18 ARM A was --depth 2 WITH sync-every 1 (nbuf 5) and ARM B was --depth 4 --sync-every 4 (nbuf 10), so its +1.20 pct is the JOINT effect of two knobs, not depth alone. Honest decomposition from iteration 16: sync-every 1->4 at depth 2 is +0.579 pct, then depth 2->4 at sync-every 4 adds about +0.51 pct. SECOND CORRECTION: --depth 4 --sync-every 1 has NEVER been measured against a same-iteration d4s4 control; its only reading is iteration 15 10360.797 from a session whose own controls ran ~0.30 pct hot, which normalises to +0.09 pct - an ESTIMATE from a cross-iteration ratio, not a measurement. The 2x2 factorial d2s1/d2s4/d4s1/d4s4 is therefore incomplete and iteration 21 completes it
21	a21-champ-1	iter21-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10320	10306.471845	10310.526019	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED position 1, champion arm
21	b21-d4s1	iter21-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_(sync-every_default_1)	10250	10194.639318	10310.526019	-1.124pct	N	35176504/sdfada015/a1746c8f	verified	THE MISSING 2x2 CELL, AND IT OVERTURNS THE ITERATION-15 ESTIMATE. Measured -1.1240 pct against the arm median (-1.0851 and -1.1849 against its two neighbours, both agreeing in sign and magnitude), 5.1x the floor. Iteration 15 cross-iteration normalisation implied +0.09 pct - WRONG BY 1.2 pct. My prediction 10250 band 10150-10340 HELD, including the explicit sub-prediction that the estimate was a normalisation artefact. nbuf 7
21	a21-champ-2	iter21-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10320	10316.880717	10310.526019	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED position 3
21	b21-d3s4	iter21-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_3_--sync-every_4	10310	10325.671384	10310.526019	+0.147pct	N	35176504/sdfada015/a1746c8f	verified	RESOLVED AS A NULL, correcting iteration 20 marginal-loss reading. Paired +0.1863 and +0.0852 pct against its two neighbours, +0.1469 vs the arm median - ALL THREE INSIDE the 0.2196 pct floor. Across two sessions depth 3 has now been paired against FIVE champion rows (-0.2810/-0.1033/-0.1377 in iter20, +0.1863/+0.0852/+0.1469 here), straddling zero with mean about -0.05 pct. Iteration 20 negative was an artefact of pairing against that session HIGH position-1 row. THE DEPTH PLATEAU IS 3-5 WIDE with cliffs at 2 and 6. Depth 3 also has the HIGHEST read fraction of the session (98.41-98.48 pct) with step_issue and h2d_issue clearly BELOW the champion - shallower depth genuinely cheapens the issue path and throughput still does not move
21	a21-champ-3	iter21-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10320	10310.526019	10310.526019	-	N	35176504/sdfada015/a1746c8f	verified	INTERLEAVED position 5. CHAMPION ARM 10306.472/10316.881/10310.526, median 10310.526, spread 0.1010 pct - UNDER HALF the floor and the TIGHTEST arm of the campaign; the sync_wait triple 0.0600/0.0348/0.0541 s repeats TO THE MILLISECOND across all three rows. FIFTH consecutive session reproducing, and 0.10 pct below iteration 20 median, inside the floor
21	b21-d2s4	iter21-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2_--sync-every_4	10270	10238.971048	10310.526019	-0.694pct	N	35176504/sdfada015/a1746c8f	verified	SOLID LOSS 3.2x the floor, replacing iteration 16 weakly-sourced -0.51 pct with an alternated measurement. nbuf 8
